id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,mistral7b-bench_Value,mistral7b-bench_Ref,mistral7b-bench_ValCorrect,mistral7b-bench_RefScore,mistral7b-bench_NACorrect,mixtral-8x22b-bench_Value,mixtral-8x22b-bench_Ref,mixtral-8x22b-bench_ValCorrect,mixtral-8x22b-bench_RefScore,mixtral-8x22b-bench_NACorrect,mixtral-8x7b-bench_Value,mixtral-8x7b-bench_Ref,mixtral-8x7b-bench_ValCorrect,mixtral-8x7b-bench_RefScore,mixtral-8x7b-bench_NACorrect,olmoe-1b7b-bench_Value,olmoe-1b7b-bench_Ref,olmoe-1b7b-bench_ValCorrect,olmoe-1b7b-bench_RefScore,olmoe-1b7b-bench_NACorrect,phi3-mini-bench_Value,phi3-mini-bench_Ref,phi3-mini-bench_ValCorrect,phi3-mini-bench_RefScore,phi3-mini-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen3b-bench_Value,qwen3b-bench_Ref,qwen3b-bench_ValCorrect,qwen3b-bench_RefScore,qwen3b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q037,"For a dense BlackMamba model with a batch size of 30 fine-tuned with a NVIDIA A40-48 GB GPU, what was the execution time, in microseconds, for the longest kernel of the MoE layer?",1000,['xia2024'],Figure,microseconds,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1600,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""xia2024""]",False,1.0,True
q038,"In each layer of the JetMoE-8B model, how many experts are selected for activation (top-k) for a given token?",2,['shen2024'],Table 1,experts,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,is_blank,"[""shen2024""]",False,1.0,True,,[],False,0.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",False,1.0,True,2,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",False,1.0,True
q039,"True or False: deep learning models are increasingly large and computationally-intensive, with a 200,000x increase in the amount of compute used to train them over a six-year span (2012 -2018).",0,['schwartz2019'],Quote,is_blank,0,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",False,1.0,True,1,"[""schwartz2019""]",False,1.0,True,1,"[""schwartz2019""]",False,1.0,True,,[],False,0.0,True,"300,000","[""schwartz2019"", ""wu2021a"", ""morrison2025""]",False,0.3333333333333333,True,0,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",False,1.0,True,0,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",False,1.0,True,1,"[""schwartz2019""]",False,1.0,True,1,"[""smith2019"", ""schwartz2019""]",False,0.5,True
q040,What was the reported drop in global carbon emissions in 2020 during the COVID-19 pandemic?,6.4,['wu2021b'],Quote,percent,6.4,"[""wu2021b""]",True,1.0,True,is_blank,"[""wu2021b""]",False,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True
q041,"In 2023, in how many of AWS data center regions was 100% of the electricity consumed matched with renewable energy sources?",22,['amazon2023'],Quote,data centers,22,"[""amazon2023""]",True,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,22,"[""amazon2023""]",True,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,,[],False,0.0,True,100,"[""amazon2023"", ""amazon2023""]",False,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True,22,"[""amazon2023""]",True,1.0,True
q042,What is the approximate age of the field of Artificial Intelligence in 2025?,69,['stone2022'],Quote,years,69,"[""stone2022""]",True,1.0,True,is_blank,"[""stone2022""]",False,1.0,True,69,"[""stone2022""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True,60,"[""stone2022""]",False,1.0,True,69,"[""stone2022""]",True,1.0,True,69,"[""stone2022""]",True,1.0,True
q043,"The well-known ""five cars"" carbon footprint estimate, originating from a 2019 study, is based on what specific and infrequently performed AI process?",Neural architecture search (NAS),['luccioni2025c'],Quote,is_blank,Neural Architecture Search (NAS),"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,"NAS approach, United States average electricity GHG emissions intensity, typical AI hardware, average-efficiency datacenter","[""luccioni2025c""]",False,1.0,True,NAS approach for model development,"[""luccioni2025c""]",False,1.0,True,,[],False,0.0,True,284,"[""luccioni2025c""]",False,1.0,True,Neural Architecture Search (NAS),"[""luccioni2025c""]",True,1.0,True,neural architecture search (NAS),"[""luccioni2025c""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,Neural Architecture Search (NAS),"[""luccioni2025c""]",True,1.0,True,1,"[""luccioni2025c""]",False,1.0,True
q044,"For the Llama 3.1 8B model, by what percentage does energy use decrease when targeting an average Time Per Output Token (TPOT) of 100 ms instead of minimizing latency?",44,['chung2025'],Quote,percent,44,"[""chung2025""]",True,1.0,True,44%,"[""chung2025""]",False,1.0,True,44,"[""chung2025""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,44,"[""chung2025"", ""jegham2025""]",True,0.5,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""chung2025""]",True,1.0,True,44,"[""[ref_id=chung2025]""]",True,0.0,True
q045,What is the maximum batch size (in samples) supported by fine-tuning BlackMamba with a sparse setup on the GSM8K dataset using a NVIDIA A40 GPU with 48 GB memory?,8,['xia2024'],Table,samples,0,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""xia2024"", ""xia2024""]",False,1.0,True,20,"[""xia2024""]",False,1.0,True,8,"[""xia2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,20,"[""xia2024""]",False,1.0,True,0,"[""xia2024""]",False,1.0,True,20,"[""xia2024""]",False,1.0,True
q046,"As of 2023, how many gigawatts of energy storage capacity did Amazon hold?",1.3,['amazon2023'],Quote,GW,1.3,"[""amazon2023""]",True,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023"", ""amazon2023"", ""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,1.3,"[""amazon2023""]",True,1.0,True,is_blank,"[""[ref_id=amazon2023]""]",False,0.0,True
q047,The annual carbon emissions from GPT-4o inference are projected to be comparable to the emissions from how many transatlantic flights?,2300,['jegham2025'],Quote,flights,272,"[""jegham2025""]",False,1.0,True,is_blank,"[""jegham2025""]",False,1.0,True,is_blank,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,,[],False,0.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True,272,"[""jegham2025""]",False,1.0,True
q048,What percentage of AI inference workloads in Asia were powered by coal in 2023?,is_blank,is_blank,is_blank,percent,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""fernandez2025"", ""morrison2025"", ""luccioni2025a"", ""li2025b"", ""luccioni2024""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""fernandez2025, morrison2025, li2025a, li2025b, luccioni2024""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""fernandez2025""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True
q049,What was the global average power usage effectiveness (PUE) of AI-dedicated data centers in 2023?,is_blank,is_blank,is_blank,PUE,1.58,"[""ebert2024""]",True,0.0,False,is_blank,"[""ebert2024""]",True,0.0,True,1.58,"[""ebert2024""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,1.58,"[""ebert2024"", ""patterson2021"", ""li2025b"", ""dodge2022""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,1.58,"[""ebert2024""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False,1.58,"[""ebert2024""]",True,0.0,False
q050,"During inference, how many of JetMoE-8B's parameters are activated for each input token?",2000000000,['shen2024'],Quote,parameters,2B,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,2,"[""shen2024""]",False,1.0,True,2,"[""shen2024""]",False,1.0,True,2B,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",True,1.0,True,2B,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",False,1.0,True
q051,What are the GHG emissions (in tCO2e) associated with pre-training the Llama 7B model?,14,['luccioni2025c'],Table 1 in the Appendix.,tCO2e,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14380,"[""luccioni2025c""]",False,1.0,True,14,"[""luccioni2025c""]",True,1.0,True,14,"[""luccioni2025c""]",True,1.0,True
q052,How many Amazon electric delivery vans were added in total across 2022 and 2023?,21600,['amazon2023'],Table. Add across both 2023 and 2023: 2600+19000,electric delivery vans,9200,"[""amazon2023""]",False,1.0,True,is_blank,"[""amazon2023""]",False,1.0,True,"9,100+","[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,,[],False,0.0,True,"11,800","[""amazon2023"", ""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023""]",False,1.0,True,9200,"[""amazon2023"", ""amazon2023""]",False,1.0,True
q053,True or False: Operational environmental impacts of LLMs do not include GHG emissions that arise from servers and data centers using cooling.,0,['morrison2025'],Quote,is_blank,0,"[""morrison2025""]",True,1.0,True,1,"[""morrison2025""]",False,1.0,True,0,"[""morrison2025""]",True,1.0,True,1,"[""morrison2025""]",False,1.0,True,,[],False,0.0,True,Operational environmental impacts of LLMs,"[""morrison2025"", ""khan2025""]",False,0.5,True,0,"[""morrison2025""]",True,1.0,True,1,"[""morrison2025""]",False,1.0,True,0,"[""morrison2025""]",True,1.0,True,1,"[""morrison2025""]",False,1.0,True,0,"[""morrison2025""]",True,1.0,True,0,"[""morrison2025""]",True,1.0,True
q055,How much energy (in Wh) does the o3 model consume for a long prompt?,39.223,['jegham2025'],Quote,Wh,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,0.443,"[""jegham2025""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,12.222,"[""jegham2025""]",False,1.0,True,is_blank,"[""jegham2025""]",False,1.0,True
q056,When was the field of Artificial Intelligence officially christened?,1956,['stone2022'],Quote,year,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True,1956,"[""stone2022""]",True,1.0,True
q057,What is the average water use effectiveness (WUE) for Google's AI-dedicated data centers in 2024?,is_blank,is_blank,is_blank,WUE,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,1,"[""li2025b""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,0.550,"[""li2025b""]",True,0.0,False
q058,True or False: Approximately 770 million people worldwide still lack access to a stable supply of electricity.,1,['wu2021b'],Quote,is_blank,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,770000000,"[""wu2021b""]",False,1.0,True,,[],False,0.0,True,770,"[""wu2021b""]",False,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True,770 million,"[""wu2021b""]",False,1.0,True,1,"[""wu2021b""]",True,1.0,True,1,"[""wu2021b""]",True,1.0,True
q059,How much energy per token did LLaMA-65B consume at a maximum generation length of 512 tokens?,"[3,4]",['samsi2024'],Quote,joules per token,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,is_blank,"[""samsi2024""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True,3-4,"[""samsi2024""]",True,1.0,True
q060,By what percentage was the overall model size of Facebook's second representative recommendation model (RM2) reduced after being quantized from 32-bit to 16-bit numerical representation?,15,['wu2021a'],Quote,percent,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,,[],False,0.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""wu2021a""]",True,1.0,True,15,"[""[ref_id=wu2021a]""]",True,0.0,True
q061,"True or False: A widely cited claim that AI can reduce global GHG emissions by 5-10% is supported by clear, publicly available calculations and sound scientific grounding.",0,['luccioni2025c'],Quote,is_blank,0,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c"", ""luccioni2025c""]",False,1.0,True,,[],False,0.0,True,1,"[""luccioni2025c"", ""luccioni2025a""]",False,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True
q063,"True or False: Sparsely activated Deep Neural Networks (DNNs) consume less than 1/10th the energy of large, dense DNNs without sacrificing accuracy.",1,['patterson2021'],Quote,is_blank,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,,[],False,0.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""wu2021a""]",True,0.0,True,1,"[""patterson2021""]",True,1.0,True,1,"[""patterson2021""]",True,1.0,True
q064,"What is the estimated cost, in USD, of training AI2's Grover on 256 TPU chips for two weeks?",25000,['schwartz2019'],Quote,USD,25000,"[""schwartz2019""]",True,1.0,True,1500000,"[""schwartz2019""]",False,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,,[],False,0.0,True,25000,"[""schwartz2019"", ""cottier2024""]",True,0.5,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019"", ""cottier2024""]",True,0.5,True
q065,What percentage of the running time does the optimizer stage in BlackMamba sparse fine-tuning take with a NVIDIA A40-48GB GPU when the batch size = 1?,53,['xia2024'],Quote,percent,53,"[""xia2024""]",True,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,53,"[""xia2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True,53,"[""xia2024""]",True,1.0,True
q066," A large-scale service like Google Translate can perform 1 billion queries per day. Using the average energy for a comparable multi-purpose model (Flan-T5-xxl at 0.083 kWh/1k queries), estimate the daily energy consumption in MWh.",83,['luccioni2024'],"Daily 1k-query blocks: 1,000,000,000 / 1,000 = 1,000,000. Daily energy: 1,000,000 * 0.083 kWh = 83,000 kWh, which is 83 MWh.",MWh,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,29.6,"[""luccioni2024""]",False,1.0,True,,[],False,0.0,True,0.42,"[""luccioni2024"", ""jegham2025"", ""li2025b""]",False,0.3333333333333333,True,,[],False,0.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True,1438,"[""luccioni2024""]",False,1.0,True,83,"[""luccioni2024""]",True,1.0,True,83,"[""luccioni2024""]",True,1.0,True
q067,What was the average global data center PUE in 2023?,1.58,['ebert2024'],Quote,PUE,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,,[],False,0.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True,1.58,"[""ebert2024""]",True,1.0,True
q068,How many wind turbines were directly contracted by Microsoft to power Azure AI clusters in 2023?,is_blank,is_blank,is_blank,wind turbines,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""luccioni2025a"", ""amazon2023""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,,[],True,0.0,False,,[],True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,is_blank,"[""luccioni2025a"", ""luccioni2025b"", ""luccioni2025c"", ""dodge2022"", ""amazon2023""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,473,"[""dodge2022""]",True,0.0,False,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False
q069,"In the analysis of total model development costs by Cottier et al. (2025), what percentage of the cost of developing Gemini Ultra was attributed to R&D staff (including equity)?",49,['cottier2024'],Figure 6 and Quote,percent,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,,[],False,0.0,True,29-49,"[""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024"", ""cottier2024""]",False,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,49,"[""cottier2024""]",True,1.0,True,,[],False,0.0,True
q070,How many members comprised the inaugural 2015 Study Panel of the One Hundred Year Study on AI?,17,['stone2022'],Quote,people,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""stone2022""]",True,1.0,True,17,"[""[ref_id=stone2022]""]",True,0.0,True
q071,What percentage of a client device's total carbon footprint is accounted for by its manufacturing?,74,['wu2021a'],Quote,percent,74,"[""wu2021a""]",True,1.0,True,is_blank,"[""wu2021a""]",False,1.0,True,74,"[""wu2021a""]",True,1.0,True,is_blank,"[""wu2021a""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True,74,"[""wu2021a""]",True,1.0,True
q072,True or False: A model with more parameters will always consume more energy during inference.,0,['chung2025'],Quote,is_blank,0,"[""chung2025""]",True,1.0,True,is_blank,"[""chung2025""]",False,1.0,True,0,"[""chung2025"", ""wu2021a"", ""schwartz2019""]",True,0.3333333333333333,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,1,"[""chung2025"", ""wu2021a"", ""schwartz2019"", ""chung2025"", ""zschache2025""]",False,0.25,True,is_blank,"[""chung2025""]",False,1.0,True,0,"[""chung2025"", ""zschache2025""]",True,0.5,True,0,"[""chung2025""]",True,1.0,True,is_blank,"[""chung2025"", ""wu2021a""]",False,0.5,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025"", ""wu2021a"", ""zschache2025""]",True,0.3333333333333333,True
